id,taxonomy_id,term_uri,facet,label,definition,parent_id,data,created_at,updated_at,deleted_at
097a3d2f-7e07-4f18-ad22-3fafe38c4628,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SN050000,focusArea,Financial services,"Programs within or outside the traditional banking system and financial services sector serving people who want to maintain checking or savings accounts, purchase money orders, cash third-party checks, invest, or engage in other financial transactions. Also included are projects that are involved in policy-making, information sharing, research or other activities that relate to financial institutions and services.",4a5c4579-a611-45b3-8244-e0c2c5429c59,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
0a06eaa2-bec4-4e87-b29b-e253ddd0b03a,ad45a607-0d5d-4c9e-83c7-4ad9a44f3d81,necFunding:10,,Fellowship,,,,2025-05-18 18:46:04.508325+00,2025-05-18 18:46:04.508325+00,
0a31375d-390a-41eb-a7d9-62c5f8331a14,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SA000000,focusArea,Arts and culture,"Enjoyment or understanding of the visual, performing, or folk arts or the humanities (history, art history, modern and classical languages, philosophy, ethics); and organizations that promote the appreciation or understanding of historical events, including historical societies and genealogical or heredity-based organizations (e.g., Sons of the Revolution, Daughters of the Confederacy, etc.). Includes museums and halls of fame; historic preservation programs; groups of or services to artists, performers, entertainers, writers, or humanities scholars; programs which promote artistic expression of or within ethnic groups and cultures; and art and performing art schools, centers, and studios. Does not include libraries and reading programs (see Education); botanical gardens,or zoos (see Environment).",,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
0a8754d2-78da-4098-8841-61a78e986e86,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PG000000,POPULATION,Social and economic status,"People whose economic condition, social position, or legal status may present a disadvantage or difficulty in their life circumstances. Included are such groups as poor people, victims, migrants, incarcerated people, and others.",,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
0b98a90f-3b80-4527-b374-56f62cbdd15f,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SD040000,focusArea,Nonprofits,"Activities that assist in the management of nonprofits and other charities, in studies of the role of nonprofits in society, and in the establishment of policies and regulations applying to nonprofits.",73f4866b-3bbd-4824-a734-cbbb9caa8d0b,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
0c134963-1330-4232-a57f-7fa22e98290c,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SE100000,focusArea,Holistic medicine,"A medical specialty and health care strategy that works to integrate the physical, mental, emotional, social and spiritual aspects of health, and focuses on education and responsibility for personal efforts to achieve balance and well-being. The term Alternative medicine is often used by the general public and some healthcare practitioners to refer to medical techniques which are not known or accepted by the majority of conventional or allopathic medical practitioners. Such techniques include non-invasive, non-pharmaceutical techniques such as Medical herbalism, Acupuncture, Homeopathy, Reiki, and many others. Alternative medicine can also refer to any experimental drug or non-drug technique that is not currently accepted by conventional medical practitioners. Most practitioners prefer the term Complementary medicine, which implies that these modalities should not be an alternative to, but rather an enhancement of conventional medicine. Other examples of alternative health care include: Acupressure; Biofeedback; Chiropractic; Herbal medicine; Iridology; Osteopathy; Reflexology; Spiritual healing (e.g., Christian Science practitioners); and Vitamin therapy.",890b4e78-ed3a-4b30-8075-2a0ae8097499,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
0dfbf935-87e6-403a-b532-05008db96417,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SC040000,focusArea,Biodiversity,"Conservation, protection and where necessary restoration of the diversity of wild species of all kinds, plant and animal, including genetic and ecosystem diversity, for the preservation of ecological balance in the face of threats such as pollution, habitat loss, and climate change. It is the variety within and between all species of plants, animals and micro-organisms and the ecosystems within which they live and interact, including diversity within species, between species, and of ecosystems. Biodiversity is a measure of the different organisms present in different ecosystems. Use For: Ecosystem variation, Species variation, Conservation diversity.",d1dd1da5-e8cd-4d8d-8c3e-d1d0dfb46496,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
0e43964d-fb6b-4506-a91d-ef24859084b7,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PE050000,POPULATION,Hispanic/Latino/Latina/Latinx people,"People having ancestral origins in Europe (especially Iberia), Africa, and Latin America who share elements of cultural heritage, language (often Spanish or Portuguese), national identity, and lineage; and who represent a variety of racial and ethnic identities.",43c02ebe-e5ee-4fbd-93d2-a13c969175ad,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
0f821c2f-8c74-4580-8d10-022ba1e54360,ad45a607-0d5d-4c9e-83c7-4ad9a44f3d81,necFunding:2,,Investment,,,,2025-05-18 18:46:01.805565+00,2025-05-18 18:46:01.805565+00,
11c2711f-58c3-42f2-b061-585cca629398,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SR090000,focusArea,Right to privacy,"Work to support laws and other social measures which protect citizens from invasion of privacy by the federal government and other government entities, and which prohibit organizations that have confidential information about an individual from sharing that information without the individual's informed consent.",05fb0adf-3e44-460b-a2eb-24c7600e2639,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
1234f1f2-0d25-4330-a675-560f84de97a7,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PG010100,POPULATION,Immigrants,"People who have left their country of origin with the intention to settle permanently in the new country to which they have come. These people choose to make this change for economic or social benefits, greater freedom and protection of rights, or personal or family reasons.",0a8754d2-78da-4098-8841-61a78e986e86,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
16839f95-313b-4424-b90d-77cfb4a7a286,ad45a607-0d5d-4c9e-83c7-4ad9a44f3d81,necFunding:11,,Scholarship,,,,2025-05-18 18:46:04.848351+00,2025-05-18 18:46:04.848351+00,
18b75508-9e42-4519-ba39-2e1af31e1bcf,ad45a607-0d5d-4c9e-83c7-4ad9a44f3d81,necFunding:3,,Loan,,,,2025-05-18 18:46:02.155966+00,2025-05-18 18:46:02.155966+00,
19374be3-d5cc-4fc4-89c3-ef4a48457313,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SE040000,focusArea,In-patient medical care,The prevention and treatment of mental and physical disorders and disease by medical professionals and the facilities and organizations that provide access to prevention and treatment of these diseases and disorders.,890b4e78-ed3a-4b30-8075-2a0ae8097499,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
1c07662f-5020-41f8-b192-49b97f5e9094,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PG020000,POPULATION,Nomadic people,"Communities of people who move from place to place as an efficient survival strategy to exploit scarce resources. These peoples can be pastoralists who move with their herds, hunter-gatherers, or itinerant populations in more populated areas who practice crafts or trades. This status may not imply or be perceived as a disadvantage.",0a8754d2-78da-4098-8841-61a78e986e86,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
1c226167-bbbf-462d-89e1-e6f11af620be,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SF030000,focusArea,Engineering,"Efforts to support or conduct research in the field of engineering in which science, mathematics, and practical knowledge are applied creatively to invent, design, build, and improve a wide variety of structures, machines, devices, systems, materials and processes.",6112e133-fbeb-48b9-82fd-fef339aef9b9,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
1ccce0e9-e860-4d4b-8458-95c38044ecba,cde31035-40b4-4e5b-963d-49b9e7ddd8d4,splc:Alternatives,,Alternatives,"Creating new systems and structures outside existing institutions, e.g., cooperatives",,,2025-05-01 23:43:14.72712+00,2025-05-01 23:43:14.72712+00,
1ea76716-ad99-4e87-a3e9-1636c0e0274f,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SD050000,focusArea,Venture philanthropy,"Sometimes called ""Engaged Philanthropy,"" this refers to the application by donors of principles traditionally associated with venture capitalists to improve the capacity or performance of a nonprofit organization or social enterprise. Practices typically involve a combination of funding and expertise, more direct engagement with leadership, long-term funding relationships (three to six years), performance monitoring and an exit strategy.",73f4866b-3bbd-4824-a734-cbbb9caa8d0b,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
1f85eec1-c296-4c4b-9266-c95a37675720,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PA020000,POPULATION,Adults,People 19 years of age and older.,58c12be1-1c8e-4ec1-abb8-a23a7fd93ca0,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
1fb274cf-062c-43c8-b423-934cd43d444a,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SB020000,focusArea,Educational management,"Promotion and provision of training, research, policy and best practices in management of educational institutions and education systems.",95050dbb-3d92-4cf5-a62c-11916c5af9b9,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
201079e0-a167-4f99-9051-c906bfd1260c,ad45a607-0d5d-4c9e-83c7-4ad9a44f3d81,necFunding:8,,Technical assistance,,,,2025-05-18 18:46:03.85281+00,2025-05-18 18:46:03.85281+00,
20e973a1-3c3b-411f-8589-fc5c2372c496,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PJ060000,POPULATION,Military personnel,"People who serve in their nation's armed forces, including active duty personnel, reservists and those in training.",212fc437-660e-4f33-9c3b-08d97ba29ba8,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
212fc437-660e-4f33-9c3b-08d97ba29ba8,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PJ000000,POPULATION,Work status and occupations,"Groups of people with similar professions, careers, or vocations; or who share an employment status (as unemployed or retired).",,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
21302337-84ab-4516-8237-5603d71a27df,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SD030000,focusArea,Voluntarism,"Efforts to maximize the effective utilization of volunteer resources in the community, and which encourage the participation of individuals who want to offer their services and work on a full- or part-time basis without remuneration in one of the human services fields. Included are volunteer recruitment and placement programs that identify individuals who want to volunteer, and which systematically evaluate their skills, talents and personalities and match them with organizations that need voluntary support; and volunteer training programs which prepare individuals for the specific type of volunteer activity in which they are interested.",73f4866b-3bbd-4824-a734-cbbb9caa8d0b,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
22615f3b-8765-443d-9fcb-7806ac402a1c,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SB070000,focusArea,Adult education,"Programs outside the formal system of regular schools, colleges, universities and technical/trade schools that provide opportunities for adults to develop basic learning or communication skills, complete their high school education, expand their knowledge in a particular field or discipline or explore and develop skills in a new area of interest. Instruction may be provided by a school system, college, or other agency or institution through activities and media such as formal classes, correspondence study, radio, television, lectures, concerts, demonstrations, and counseling. For continuing education and training programs in specific fields, use coding in the major field area that best describes the field in which training is offered.",95050dbb-3d92-4cf5-a62c-11916c5af9b9,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
24d009ea-ddbf-4dc2-9846-22d9eb5fbc4c,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PG090000,POPULATION,People living in rural areas,"People who live in rural areas. The definition of rural varies by country, with population size and density often key considerations.",0a8754d2-78da-4098-8841-61a78e986e86,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
24e507bc-1a8f-412b-9ce1-7eb397dbb061,ad45a607-0d5d-4c9e-83c7-4ad9a44f3d81,necFunding:13,,Awards and recognitions,,,,2025-05-18 18:46:05.549622+00,2025-05-18 18:46:05.549622+00,
2674445d-3bea-48bb-bb43-7b8a0355c37d,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PA010000,POPULATION,Children and youth,Young people from birth to 18 years of age.,58c12be1-1c8e-4ec1-abb8-a23a7fd93ca0,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
2752e18e-bee8-453c-89e0-cc39ca873d88,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PE060000,POPULATION,Indigenous peoples,"Peoples and nations that have a historical continuity with pre-invasion and pre-colonial societies that developed on their territories, and consider themselves distinct from other sectors of the societies now prevailing in those territories, or parts of them.",43c02ebe-e5ee-4fbd-93d2-a13c969175ad,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
27e4dbd7-9424-489b-87e3-dd9760f8ead2,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SC060000,focusArea,Environmental education,"Environmental education teaches children and adults how to learn about and investigate their environment, and to make intelligent, informed decisions about how they can take care of it. Taught in traditional classrooms, in communities, and in settings like nature centers, museums, parks, and zoos. Educational programs that raise public awareness and knowledge about environmental issues or problems and provide the public with the necessary skills to make informed decisions and take responsible action. Outdoor education programs; environmental studies programs at educational institutions.",d1dd1da5-e8cd-4d8d-8c3e-d1d0dfb46496,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
28756bbb-5d72-4c4a-8166-3c482687dceb,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PG010400,POPULATION,Refugees and displaced people,"People who are outside their country of origin or residence and are unable or unwilling to return because of persecution, war, discrimination, disaster, or threat of violence.",0a8754d2-78da-4098-8841-61a78e986e86,,2025-06-11 09:17:42.461922+00,2025-06-11 09:17:42.461922+00,
28d40506-7e27-4464-96cf-f28e0ee44f63,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SQ000000,focusArea,Sports and recreation,"Services meeting the recreational needs of individuals and communities, including camps and camping programs; physical fitness and other recreational facilities such as parks, playgrounds, etc.; sports training and competition services; and other sports, recreational and social clubs. Does not include programs primarily involved in character building and leadership development for youth such as scouting, even though they may also provide recreational programs (see Youth development); or neighborhood centers, senior centers and other community centers primarily engaged in the provision of social services (see Human Services).",,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
28e20b33-12f3-4fdd-86be-e0f0cf0cdd90,cde31035-40b4-4e5b-963d-49b9e7ddd8d4,splc:InsideGame,,Inside Game,"Dismantling systemic injustices within existing systems and institutions, e.g., workplace DEI / policy reform / institutional reform",,,2025-05-01 23:43:14.72712+00,2025-05-01 23:43:14.72712+00,
2a179206-37ad-4e37-9249-bd7d11e981cc,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SQ020000,focusArea,Sports,"Individual or team recreational activities or competitive sports made available for community members to practice, play, enjoy, and appreciate. These programs often provide coaching to help members play efficiently and work together as a team (where required); access to a playing field, court or other facility; sporting equipment; uniforms; and officials (umpires, referees, etc.) for competitions. The teams are often organized into leagues, i.e., groups of teams that are formed to play one another in organized competitions. Also included are organizations that sponsor sports competitions or exhibitions to raise funds to enable people to participate in the sport and/or for other charitable purposes. Use this term for amateur sports clubs or leagues not broken out at a lower level or which cover more than one sport. May include: Bowling; Fencing; Field hockey; Polo; Soap box derbies; Weight lifting; and Wrestling. Also included are organizations that support activities that people enjoy but which typically do not involve leagues and competitions, e.g., ballooning, hiking, mountain climbing and sky diving; as well as those that support games like bridge and chess. For school-based sports training facilities, use Athletics/sports, training. For organizations whose major purpose is to prepare athletes for competitions, use Amateur competition or more specific terms in that category and reserve this category for those that provide leisure opportunities for people to play a sport and include competitions as a part of the activity. See also: Community recreation; Sports training; Clubs.",28d40506-7e27-4464-96cf-f28e0ee44f63,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
2afc41ae-4dc3-4aa2-bf8c-c9c41a86537a,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SM040000,focusArea,Fishing and aquaculture,"The commercial taking, cultivation, processing, and marketing of freshwater and saltwater populations of aquatic organisms such as fish, crustaceans, mollusks and aquatic plants for food or ornamental use. Use for: Fishing industry, Commercial fishing. See also: Sustainable fishing, Fishing and hunting.",fb3c0175-ebc9-4f6e-85e0-64092e7bb139,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
2afc7d60-1e63-4850-a9fa-6ff7617513a4,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SR180000,focusArea,Environmental and resource rights,"Work to support the right to a clean, healthy, and sustainable environment. This includes the rights of indigenous, marginalized, or any other communities to the unspoiled natural resources that enable survival, including land, water, air, plants, animals, and energy, the right to share in and determine the distribution of lands, territories, and resources, and the right to protect these natural resources from excessive development, destruction, or adulteration. For equal access to clean water and air, or equal treatment in siting decisions for facilities that are likely to produce pollution or lower local environmental quality, especially in relation to poor or disadvantaged populations, use Environmental justice.",05fb0adf-3e44-460b-a2eb-24c7600e2639,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
2b8bc499-7a25-4076-ba5f-cae808fab9c4,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SR160000,focusArea,Cultural rights,"Work to support the right to participate in the cultural life of a community and the right to engage in community duties essential to free and full human development. ""Culture"" encompasses ways of life, language, oral and written literature, music and song, non-verbal communication, belief systems, rites and ceremonies, sport and games, methods of production or technology, man-made environments, food, clothing and shelter and the arts, customs and traditions. Cultural rights include the right to preserve a group's way of life: child rearing, group self-identification, preservation of language, security of economic base, etc. They also include indigenous intellectual and cultural property rights - legal assertions that attempt to conserve and protect a society's culture base and prevent ethnocide.",05fb0adf-3e44-460b-a2eb-24c7600e2639,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
2dd2915b-b795-402e-819b-965077038d49,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SH040000,focusArea,Communication media,"Platforms and channels that include newspaper, television, cable, video, film, website, or radio production, training and programming, and/or educational programs related to the media.",6c1cb748-c0c4-4c41-9eb7-8a5d3206991f,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
2f221aca-4eb2-42ba-a7e2-8baa7cb647ea,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SJ010000,focusArea,Crime prevention,"Information and services that help the public protect themselves from crime, abuse, and violence, or which prevent its occurrence. Use this term for crime prevention programs not broken out at a lower level. Included may be: mechanisms for reporting crimes; block parent programs; self-defense training programs; civilian crime patrols; neighborhood watch efforts; loans of property identification equipment; security evaluations or vacation security checks; installation of burglar alarms, door peepholes, security locks, security lights or other preventive apparatus for older people and other vulnerable populations; and prevention programs that deal with specific types of crime and violence, e.g., bunco, automobile thefts, kidnapping, and hate crimes.",66a3640a-1c09-470a-8b6c-d756082611c9,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
2fa66543-45da-45da-8e39-739e9ed40f83,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PH040000,POPULATION,Pregnant people,Any person who is currently pregnant.,f1f7ab7b-5f48-4d4d-bdd9-b234320851f3,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
30db7466-e8b9-49c4-8c45-d079f6747714,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PG080000,POPULATION,Out-of-school youth,"Young people, usually adolescents, who leave high school before graduation due to circumstances at the school, such as academic, behavioral, or social problems; events and situations outside the school, such as family difficulties or needing to get a job; or personal problems such as alienation, lack of interest, lack of support, etc.",0a8754d2-78da-4098-8841-61a78e986e86,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
3125c603-b9a4-4506-a250-4a377de4b800,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SQ010000,focusArea,Community recreation,"Broad range of recreational, fitness, social, and leisure activities, including sports and games. Use this term for physical fitness programs and facilities whose primary aim is recreational, and for organizations or programs that provide a variety of recreational facilities for the general public. For multipurpose neighborhood centers that offer social services as well as recreational activities, use Human services; if these centers serve youth primarily, use Youth development. For physical fitness organizations and programs whose primary aim is general or public health, use Physical fitness (in Health).",28d40506-7e27-4464-96cf-f28e0ee44f63,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
31750ec5-57e1-4ad9-b9f7-bb27ccb54ea5,cde31035-40b4-4e5b-963d-49b9e7ddd8d4,splc:DirectAction,,Direct Action,"Taking confrontational or disruptive action to create change, e.g., blockades",,,2025-05-01 23:43:14.72712+00,2025-05-01 23:43:14.72712+00,
32085cc6-cc70-4794-a261-7ea7ba2bf15b,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SJ040000,focusArea,Legal services,Provision of general legal services (legal counseling or representation in court) regarding criminal and/or civil matters.,66a3640a-1c09-470a-8b6c-d756082611c9,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
3316a41a-d729-4d93-a078-964d69c61c19,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PB000000,POPULATION,General population,"Focusing on communities broadly within a geographic area. Not disaggregated by age, gender, race, ethnicity, socio-economic status, or other demographic categories.",,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
342a8810-12bd-4daa-a29d-6cd6460282ea,f1bfbae2-3b2f-42b8-8b02-747ee1504399,necSimple:housing,focusArea,Housing,,,,2025-05-19 12:21:36.965564+00,2025-05-19 12:21:36.965564+00,
3448508a-d968-499c-80a9-126ba198e6a1,f1bfbae2-3b2f-42b8-8b02-747ee1504399,SP070000,focusArea,Judaism,"Worldwide group which constitutes a continuation through descent or conversion of the ancient Jewish people, who practice Judaism, a religion that is characterized by a belief in one God and in the mission of Jews to teach the oneness of God as revealed in the Hebrew scriptures. Includes religious organizations that represent conservative, orthodox, reconstructionist and reform Jews. Organizations and projects making reference to Lubavitch, Chabad, Yeshiva, and Torah should also be classified here, but not necessarily those mentioning Israel, Hebrew, and Shalom.",96fea4b9-0c10-4d4f-ab68-9a9113416aa3,,2025-07-16 13:03:31.072312+00,2025-07-16 13:03:31.072312+00,
34aa3229-c1b2-478d-bd94-1b40e55d2209,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PF040000,POPULATION,Hindus,Adherents of the religious traditions or set of religious beliefs of Hinduism.,e9f9c588-52c8-4c7d-b4aa-c6c6f38d3201,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
35a21835-2b65-48c4-9d5d-aa0d34f853c3,d81c255a-7e12-436a-bb52-a52eb592b770,candid:PH010000,POPULATION,People with disabilities,"People who have impairments, activity limitations, and/or participation restrictions (according to the WHO). An impairment is a problem in body function or structure; an activity limitation is a difficulty encountered by an individual in executing a task or action; while a participation restriction is a problem experienced by an individual in involvement in life situations. In the U.S. the ADA defines this group as people who have impairments that substantially limit one or more major life activities. Use For: People with unspecified disabilities. For people with multiple disabilities, use multiple specific terms. For people with specific named disabilities that have no specific terms, use People with other disabilities.",f1f7ab7b-5f48-4d4d-bdd9-b234320851f3,,2025-06-04 20:48:18.351649+00,2025-06-04 20:48:18.351649+00,
